"","Ensembl_ID","gene_id"
"42541","ENSG00000070778","PTPN21"
"42542","ENSG00000258983","AL162171.2"
"42543","ENSG00000222990","RNU4-22P"
"42544","ENSG00000258789","AL162171.1"
"42545","ENSG00000100722","ZC3H14"
"42546","ENSG00000278576","AL162171.3"
"42547","ENSG00000165521","EML5"
"42548","ENSG00000274492","AL121768.1"
"42549","ENSG00000200653","RNU4-92P"
"42550","ENSG00000165533","TTC8"
"42551","ENSG00000207342","Y_RNA"
"42552","ENSG00000283627","AL137785.1"
"42553","ENSG00000258990","MPPE1P1"
"42554","ENSG00000053254","FOXN3"
"42555","ENSG00000277801","AL138478.1"
"42556","ENSG00000259151","CAP2P1"
"42557","ENSG00000258752","AL357093.2"
"42558","ENSG00000258699","AL357093.1"
"42559","ENSG00000258380","AL356805.1"
"42560","ENSG00000259053","AL137230.3"
"42561","ENSG00000258920","FOXN3-AS1"
"42562","ENSG00000259073","FOXN3-AS2"
"42563","ENSG00000252522","Y_RNA"
"42564","ENSG00000201027","RN7SKP107"
"42565","ENSG00000258792","AL137230.2"
"42566","ENSG00000252655","Y_RNA"
"42567","ENSG00000200312","RN7SKP255"
"42568","ENSG00000259050","CHORDC2P"
"42569","ENSG00000140025","EFCAB11"
"42570","ENSG00000230997","RAB42P1"
"42571","ENSG00000042088","TDP1"
"42572","ENSG00000152315","KCNK13"
"42573","ENSG00000258544","GLRXP2"
"42574","ENSG00000201351","Y_RNA"
"42575","ENSG00000100764","PSMC1"
"42576","ENSG00000119720","NRDE2"
"42577","ENSG00000287437","AL161662.1"
"42578","ENSG00000242571","RPL21P11"
"42579","ENSG00000238758","AL512791.1"
"42580","ENSG00000275198","AL512791.2"
"42581","ENSG00000198668","CALM1"
"42582","ENSG00000258424","AL512791.1"
"42583","ENSG00000258678","LINC02317"
"42584","ENSG00000233208","LINC00642"
"42585","ENSG00000259789","AL096869.3"
"42586","ENSG00000165914","TTC7B"
"42587","ENSG00000252748","AL096869.1"
"42588","ENSG00000258935","AL096869.1"
"42589","ENSG00000259163","AL096869.2"
"42590","ENSG00000258437","AL139193.1"
"42591","ENSG00000258716","AL139193.2"
"42592","ENSG00000287663","AL122020.2"
"42593","ENSG00000213315","AL122020.1"
"42594","ENSG00000258884","LINC02321"
"42595","ENSG00000100784","RPS6KA5"
"42596","ENSG00000133943","DGLUCY"
"42597","ENSG00000252644","RNU7-30P"
"42598","ENSG00000221102","SNORA11B"
"42599","ENSG00000266343","RN7SL506P"
"42600","ENSG00000119714","GPR68"
"42601","ENSG00000258875","AL135818.1"
"42602","ENSG00000260810","AL135818.2"
"42603","ENSG00000286607","AL135818.3"
"42604","ENSG00000015133","CCDC88C"
"42605","ENSG00000265856","AL133153.1"
"42606","ENSG00000258798","AL133153.2"
"42607","ENSG00000258446","AL133153.1"
"42608","ENSG00000100796","PPP4R3A"
"42609","ENSG00000279286","AL133373.2"
"42610","ENSG00000133962","CATSPERB"
"42611","ENSG00000268295","POLR3GP1"
"42612","ENSG00000258774","NANOGP7"
"42613","ENSG00000258962","AL121839.1"
"42614","ENSG00000200042","U3"
"42615","ENSG00000260711","AL121839.2"
"42616","ENSG00000165929","TC2N"
"42617","ENSG00000140092","FBLN5"
"42618","ENSG00000100815","TRIP11"
"42619","ENSG00000259020","AL049872.1"
"42620","ENSG00000066427","ATXN3"
"42621","ENSG00000183648","NDUFB1"
"42622","ENSG00000165934","CPSF2"
"42623","ENSG00000258481","AL133240.1"
"42624","ENSG00000201097","RNU6-366P"
"42625","ENSG00000286630","AL133240.2"
"42626","ENSG00000140090","SLC24A4"
"42627","ENSG00000100599","AL159141.1"
"42628","ENSG00000100600","LGMN"
"42629","ENSG00000066455","GOLGA5"
"42630","ENSG00000258742","LINC02833"
"42631","ENSG00000258499","LINC02287"
"42632","ENSG00000100604","CHGA"
"42633","ENSG00000100605","ITPK1"
"42634","ENSG00000258730","ITPK1-AS1"
"42635","ENSG00000258595","AL110118.1"
"42636","ENSG00000165943","MOAP1"
"42637","ENSG00000153485","TMEM251"
"42638","ENSG00000259066","AL110118.2"
"42639","ENSG00000170270","GON7"
"42640","ENSG00000012963","UBR7"
"42641","ENSG00000240096","AL132838.1"
"42642","ENSG00000011114","BTBD7"
"42643","ENSG00000241499","AL132838.2"
"42644","ENSG00000133958","UNC79"
"42645","ENSG00000278396","AL122023.3"
"42646","ENSG00000187581","COX8C"
"42647","ENSG00000202306","Y_RNA"
"42648","ENSG00000252720","RNU6-1258P"
"42649","ENSG00000175785","PRIMA1"
"42650","ENSG00000279593","AL132642.2"
"42651","ENSG00000258584","FAM181A-AS1"
"42652","ENSG00000140067","FAM181A"
"42653","ENSG00000100628","ASB2"
"42654","ENSG00000258987","AL132642.1"
"42655","ENSG00000265768","MIR4506"
"42656","ENSG00000175699","CCDC197"
"42657","ENSG00000089723","OTUB2"
"42658","ENSG00000089737","DDX24"
"42659","ENSG00000165948","IFI27L1"
"42660","ENSG00000165949","IFI27"
"42661","ENSG00000119632","IFI27L2"
"42662","ENSG00000119698","PPP4R4"
"42663","ENSG00000140093","SERPINA10"
"42664","ENSG00000170099","SERPINA6"
"42665","ENSG00000258597","SERPINA2"
"42666","ENSG00000197249","SERPINA1"
"42667","ENSG00000256357","AL132708.1"
"42668","ENSG00000186910","SERPINA11"
"42669","ENSG00000170054","SERPINA9"
"42670","ENSG00000165953","SERPINA12"
"42671","ENSG00000287668","AL132990.1"
"42672","ENSG00000100665","SERPINA4"
"42673","ENSG00000188488","SERPINA5"
"42674","ENSG00000273259","AL049839.2"
"42675","ENSG00000288028","AL049839.3"
"42676","ENSG00000196136","SERPINA3"
"42677","ENSG00000258805","ADIPOR1P2"
"42678","ENSG00000187483","SERPINA13P"
"42679","ENSG00000259140","AL049839.1"
"42680","ENSG00000239269","RPSAP4"
"42681","ENSG00000133937","GSC"
"42682","ENSG00000285205","AL121612.2"
"42683","ENSG00000240914","RPL15P2"
"42684","ENSG00000274379","AL121612.1"
"42685","ENSG00000258933","LINC02279"
"42686","ENSG00000258866","AL390254.1"
"42687","ENSG00000100697","DICER1"
"42688","ENSG00000264607","MIR3173"
"42689","ENSG00000235706","DICER1-AS1"
"42690","ENSG00000165959","CLMN"
"42691","ENSG00000259143","AL356017.1"
"42692","ENSG00000258615","AL117187.1"
"42693","ENSG00000287111","AL117187.2"
"42694","ENSG00000258630","LINC02292"
"42695","ENSG00000176438","SYNE3"
"42696","ENSG00000258572","AL133467.1"
"42697","ENSG00000247092","SNHG10"
"42698","ENSG00000252481","SCARNA13"
"42699","ENSG00000182512","GLRX5"
"42700","ENSG00000258390","LINC02318"
"42701","ENSG00000258927","AL133467.2"
"42702","ENSG00000270038","AL133467.4"
"42703","ENSG00000187621","TCL6"
"42704","ENSG00000259084","AL133467.3"
"42705","ENSG00000213231","TCL1B"
"42706","ENSG00000100721","TCL1A"
"42707","ENSG00000257275","AL139020.1"
"42708","ENSG00000258516","AL133167.1"
"42709","ENSG00000263357","AL133167.1"
"42710","ENSG00000250366","TUNAR"
"42711","ENSG00000271358","AL137190.1"
"42712","ENSG00000227051","C14orf132"
"42713","ENSG00000221236","AL137190.1"
"42714","ENSG00000168398","BDKRB2"
"42715","ENSG00000258691","AL355102.2"
"42716","ENSG00000258412","AL355102.1"
"42717","ENSG00000258788","CKS1BP1"
"42718","ENSG00000259036","AL355102.5"
"42719","ENSG00000100739","BDKRB1"
"42720","ENSG00000258793","AL355102.4"
"42721","ENSG00000258729","AL355102.3"
"42722","ENSG00000066739","ATG2B"
"42723","ENSG00000238776","snoU13"
"42724","ENSG00000100744","GSKIP"
"42725","ENSG00000222276","RNU2-33P"
"42726","ENSG00000140057","AK7"
"42727","ENSG00000259059","PEBP1P1"
"42728","ENSG00000240051","RPL23AP10"
"42729","ENSG00000260806","AL163051.1"
"42730","ENSG00000090060","PAPOLA"
"42731","ENSG00000258702","AL137786.1"
"42732","ENSG00000223299","RN7SKP108"
"42733","ENSG00000287350","AL137786.2"
"42734","ENSG00000258979","LINC02299"
"42735","ENSG00000287772","AL137786.3"
"42736","ENSG00000100749","VRK1"
"42737","ENSG00000225163","LINC00618"
"42738","ENSG00000280070","AL049833.3"
"42739","ENSG00000288034","AL049833.4"
"42740","ENSG00000259026","AL049833.2"
"42741","ENSG00000258393","AL049833.1"
"42742","ENSG00000259110","LINC02304"
"42743","ENSG00000285584","AL158800.1"
"42744","ENSG00000246084","LINC02325"
"42745","ENSG00000240730","RN7SL710P"
"42746","ENSG00000197176","LINC02291"
"42747","ENSG00000287501","AL163872.1"
"42748","ENSG00000258869","LINC02312"
"42749","ENSG00000258379","AL355097.1"
"42750","ENSG00000246223","LINC01550"
"42751","ENSG00000259097","AL163932.1"
"42752","ENSG00000258511","LINC02295"
"42753","ENSG00000222066","AL163760.1"
"42754","ENSG00000241757","RN7SL714P"
"42755","ENSG00000258795","AL132719.1"
"42756","ENSG00000176605","C14orf177"
"42757","ENSG00000237342","AL132796.1"
"42758","ENSG00000278990","AL132796.3"
"42759","ENSG00000259119","AL132796.2"
"42760","ENSG00000232573","RPL3P4"
"42761","ENSG00000234648","AL162151.2"
"42762","ENSG00000287991","AL162151.3"
"42763","ENSG00000229402","AL162151.1"
"42764","ENSG00000127152","BCL11B"
"42765","ENSG00000235785","AL109767.1"
"42766","ENSG00000258383","AL132819.1"
"42767","ENSG00000216173","AL132819.1"
"42768","ENSG00000183576","SETD3"
"42769","ENSG00000272439","U6"
"42770","ENSG00000090061","CCNK"
"42771","ENSG00000205476","CCDC85C"
"42772","ENSG00000258749","AL110504.1"
"42773","ENSG00000200506","Y_RNA"
"42774","ENSG00000247970","AL160313.2"
"42775","ENSG00000182218","HHIPL1"
"42776","ENSG00000036530","CYP46A1"
"42777","ENSG00000258672","AL160313.3"
"42778","ENSG00000066629","EML1"
"42779","ENSG00000199836","RNU1-47P"
"42780","ENSG00000271198","VDAC3P1"
"42781","ENSG00000196405","EVL"
"42782","ENSG00000242888","AL133368.1"
"42783","ENSG00000258693","AL133368.2"
"42784","ENSG00000258560","AL157912.1"
"42785","ENSG00000265154","MIR151B"
"42786","ENSG00000199082","MIR342"
"42787","ENSG00000168350","DEGS2"
"42788","ENSG00000258982","AL133523.1"
"42789","ENSG00000100811","YY1"
"42790","ENSG00000258904","AL157871.5"
"42791","ENSG00000259052","AL157871.6"
"42792","ENSG00000197119","SLC25A29"
"42793","ENSG00000258504","AL157871.1"
"42794","ENSG00000198984","MIR345"
"42795","ENSG00000243976","RN7SL523P"
"42796","ENSG00000263519","AL157871.1"
"42797","ENSG00000140107","SLC25A47"
"42798","ENSG00000258666","AL157871.4"
"42799","ENSG00000140105","WARS1"
"42800","ENSG00000258521","AL157871.2"
"42801","ENSG00000258581","AL157871.3"
"42802","ENSG00000176473","WDR25"
"42803","ENSG00000258620","AL135838.1"
"42804","ENSG00000258500","AL845552.1"
"42805","ENSG00000253075","RN7SKP92"
"42806","ENSG00000183092","BEGAIN"
"42807","ENSG00000259031","AL845552.2"
"42808","ENSG00000258576","AL163974.1"
"42809","ENSG00000196273","LINC00523"
"42810","ENSG00000258717","AL132711.1"
"42811","ENSG00000185559","DLK1"
"42812","ENSG00000214548","MEG3"
"42813","ENSG00000266461","MIR2392"
"42814","ENSG00000258663","AL117190.2"
"42815","ENSG00000258399","AL117190.1"
"42816","ENSG00000211574","MIR770"
"42817","ENSG00000207989","MIR493"
"42818","ENSG00000199151","MIR337"
"42819","ENSG00000272291","MIR665"
"42820","ENSG00000254656","RTL1"
"42821","ENSG00000208001","MIR431"
"42822","ENSG00000207569","MIR433"
"42823","ENSG00000207608","MIR127"
"42824","ENSG00000272458","MIR432"
"42825","ENSG00000207942","MIR136"
"42826","ENSG00000225746","MEG8"
"42827","ENSG00000221077","AL117190.1"
"42828","ENSG00000199005","MIR370"
"42829","ENSG00000251769","SNORD112"
"42830","ENSG00000252873","SNORD112"
"42831","ENSG00000202191","SNORD113-1"
"42832","ENSG00000251949","SNORD112"
"42833","ENSG00000212384","SNORD113-2"
"42834","ENSG00000201700","SNORD113-3"
"42835","ENSG00000201672","SNORD113-4"
"42836","ENSG00000272474","SNORD113-5"
"42837","ENSG00000252144","SNORD112"
"42838","ENSG00000200215","SNORD113-6"
"42839","ENSG00000251918","SNORD112"
"42840","ENSG00000200632","SNORD113-7"
"42841","ENSG00000200367","SNORD113-8"
"42842","ENSG00000201950","SNORD113-9"
"42843","ENSG00000199575","SNORD114-1"
"42844","ENSG00000200823","SNORD114-2"
"42845","ENSG00000201839","SNORD114-3"
"42846","ENSG00000200832","SNORD114-4"
"42847","ENSG00000199798","SNORD114-5"
"42848","ENSG00000200150","SNORD113"
"42849","ENSG00000201263","SNORD114-6"
"42850","ENSG00000199390","SNORD114-7"
"42851","ENSG00000201240","SNORD114-9"
"42852","ENSG00000200279","SNORD114-10"
"42853","ENSG00000200608","SNORD114-11"
"42854","ENSG00000202270","SNORD114-12"
"42855","ENSG00000201247","SNORD114-13"
"42856","ENSG00000199593","SNORD114-14"
"42857","ENSG00000201557","SNORD114-15"
"42858","ENSG00000199914","SNORD114-16"
"42859","ENSG00000201569","SNORD114-17"
"42860","ENSG00000202142","SNORD114-18"
"42861","ENSG00000199942","SNORD114-19"
"42862","ENSG00000201500","SNORD113"
"42863","ENSG00000201036","SNORD113"
"42864","ENSG00000201710","SNORD113"
"42865","ENSG00000202048","SNORD114-20"
"42866","ENSG00000272344","SNORD114-21"
"42867","ENSG00000202293","SNORD114-22"
"42868","ENSG00000200406","SNORD114-23"
"42869","ENSG00000201899","SNORD114-24"
"42870","ENSG00000200612","SNORD114-25"
"42871","ENSG00000200413","SNORD114-26"
"42872","ENSG00000200636","SNORD114-27"
"42873","ENSG00000200480","SNORD114-28"
"42874","ENSG00000201689","SNORD114-29"
"42875","ENSG00000201318","SNORD114-30"
"42876","ENSG00000200089","SNORD114-31"
"42877","ENSG00000222095","SNORD113"
"42878","ENSG00000252009","SNORD112"
"42879","ENSG00000222185","SNORD113"
"42880","ENSG00000199088","MIR379"
"42881","ENSG00000199109","MIR411"
"42882","ENSG00000207749","MIR299"
"42883","ENSG00000198982","MIR380"
"42884","ENSG00000221745","MIR1197"
"42885","ENSG00000199069","MIR323A"
"42886","ENSG00000211582","MIR758"
"42887","ENSG00000207761","MIR329-1"
"42888","ENSG00000207762","MIR329-2"
"42889","ENSG00000194717","MIR494"
"42890","ENSG00000221036","MIR1193"
"42891","ENSG00000212040","MIR543"
"42892","ENSG00000207743","MIR495"
"42893","ENSG00000265032","AL132709.2"
"42894","ENSG00000271946","MIR376C"
"42895","ENSG00000207934","MIR654"
"42896","ENSG00000264882","MIR376A1"
"42897","ENSG00000215957","MIR300"
"42898","ENSG00000221525","MIR1185-1"
"42899","ENSG00000221614","MIR1185-2"
"42900","ENSG00000258861","MIR381HG"
"42901","ENSG00000199020","MIR381"
"42902","ENSG00000207754","MIR487B"
"42903","ENSG00000202560","MIR539"
"42904","ENSG00000216099","MIR889"
"42905","ENSG00000207587","MIR544A"
"42906","ENSG00000207646","MIR655"
"42907","ENSG00000265250","AL132709.3"
"42908","ENSG00000207558","MIR487A"
"42909","ENSG00000207742","MIR382"
"42910","ENSG00000207993","MIR134"
"42911","ENSG00000208027","MIR485"
"42912","ENSG00000208004","MIR323B"
"42913","ENSG00000207978","MIR154"
"42914","ENSG00000207961","MIR496"
"42915","ENSG00000199015","MIR377"
"42916","ENSG00000216179","MIR541"
"42917","ENSG00000199107","MIR409"
"42918","ENSG00000199012","MIR412"
"42919","ENSG00000199025","MIR369"
"42920","ENSG00000199092","MIR410"
"42921","ENSG00000207959","MIR656"
"42922","ENSG00000223403","MEG9"
"42923","ENSG00000230805","AL132709.7"
"42924","ENSG00000288302","AL132709.8"
"42925","ENSG00000259004","LINC02285"
"42926","ENSG00000286551","AL355836.3"
"42927","ENSG00000206761","U3"
"42928","ENSG00000288252","AL355836.5"
"42929","ENSG00000288245","AL355836.4"
"42930","ENSG00000258681","AL355836.1"
"42931","ENSG00000258497","AL359682.1"
"42932","ENSG00000258460","AL355096.1"
"42933","ENSG00000259023","LINC00524"
"42934","ENSG00000259082","LINC02314"
"42935","ENSG00000259166","AL049836.2"
"42936","ENSG00000258498","DIO3OS"
"42937","ENSG00000197406","DIO3"
"42938","ENSG00000258919","AL049836.1"
"42939","ENSG00000258404","LINC02320"
"42940","ENSG00000241494","AL355032.1"
"42941","ENSG00000258512","LINC00239"
"42942","ENSG00000078304","PPP2R5C"
"42943","ENSG00000259088","AL137779.2"
"42944","ENSG00000207208","RNU6-790P"
"42945","ENSG00000256705","AL137779.1"
"42946","ENSG00000259161","AL137779.3"
"42947","ENSG00000271780","AL118558.3"
"42948","ENSG00000272444","AL118558.4"
"42949","ENSG00000197102","DYNC1H1"
"42950","ENSG00000259013","AL118558.2"
"42951","ENSG00000258959","AL118558.1"
"42952","ENSG00000240457","RN7SL472P"
"42953","ENSG00000080824","HSP90AA1"
"42954","ENSG00000140153","WDR20"
"42955","ENSG00000080823","MOK"
"42956","ENSG00000022976","ZNF839"
"42957","ENSG00000265677","AL137229.1"
"42958","ENSG00000100865","CINP"
"42959","ENSG00000239061","snoU13"
"42960","ENSG00000196663","TECPR2"
"42961","ENSG00000212330","RNU6-244P"
"42962","ENSG00000156381","ANKRD9"
"42963","ENSG00000266015","MIR4309"
"42964","ENSG00000259230","LINC02323"
"42965","ENSG00000239224","RN7SL546P"
"42966","ENSG00000089902","RCOR1"
"42967","ENSG00000230988","RPL23AP11"
"42968","ENSG00000202459","Y_RNA"
"42969","ENSG00000259508","AL132801.2"
"42970","ENSG00000131323","TRAF3"
"42971","ENSG00000238853","snoU13"
"42972","ENSG00000206969","RNU6-1316P"
"42973","ENSG00000211990","AL117209.1"
"42974","ENSG00000166126","AMN"
"42975","ENSG00000198752","CDC42BPB"
"42976","ENSG00000259515","AL117209.1"
"42977","ENSG00000213176","RPL13P6"
"42978","ENSG00000283071","LBHD2"
"42979","ENSG00000259444","AL161669.1"
"42980","ENSG00000205436","EXOC3L4"
"42981","ENSG00000259717","LINC00677"
"42982","ENSG00000185215","TNFAIP2"
"42983","ENSG00000259374","NDUFB4P11"
"42984","ENSG00000259535","RPL21P12"
"42985","ENSG00000259525","GCSHP2"
"42986","ENSG00000251533","LINC00605"
"42987","ENSG00000239117","AL161669.1"
"42988","ENSG00000270705","AL161669.2"
"42989","ENSG00000278071","AL161669.3"
"42990","ENSG00000242837","RPL21P13"
"42991","ENSG00000270938","RAP2CP1"
"42992","ENSG00000240624","AL138976.1"
"42993","ENSG00000259775","AL138976.2"
"42994","ENSG00000100664","EIF5"
"42995","ENSG00000272533","SNORA28"
"42996","ENSG00000259428","HMGB3P26"
"42997","ENSG00000243904","RPSAP5"
"42998","ENSG00000075413","MARK3"
"42999","ENSG00000244691","RPL10AP1"
"43000","ENSG00000166165","CKB"
"43001","ENSG00000260285","AL133367.1"
"43002","ENSG00000166166","TRMT61A"
"43003","ENSG00000252469","RNU7-160P"
"43004","ENSG00000258851","AL139300.2"
"43005","ENSG00000166170","BAG5"
"43006","ENSG00000126214","KLC1"
"43007","ENSG00000256053","COA8"
"43008","ENSG00000256500","AL139300.1"
"43009","ENSG00000201184","RNU4-68P"
"43010","ENSG00000264904","AL139300.1"
"43011","ENSG00000246451","AL049840.2"
"43012","ENSG00000270108","AL049840.7"
"43013","ENSG00000269910","AL049840.4"
"43014","ENSG00000269940","AL049840.5"
"43015","ENSG00000269958","AL049840.6"
"43016","ENSG00000126215","XRCC3"
"43017","ENSG00000100711","ZFYVE21"
"43018","ENSG00000253096","Y_RNA"
"43019","ENSG00000088808","PPP1R13B"
"43020","ENSG00000270591","AL049840.8"
"43021","ENSG00000202275","SNORD51"
"43022","ENSG00000258735","LINC00637"
"43023","ENSG00000258534","AL132712.1"
"43024","ENSG00000287346","AL132712.2"
"43025","ENSG00000156411","ATP5MPL"
"43026","ENSG00000156414","TDRD9"
"43027","ENSG00000227729","RD3L"
"43028","ENSG00000264439","AL136001.1"
"43029","ENSG00000242894","RN7SL634P"
"43030","ENSG00000166183","ASPG"
"43031","ENSG00000207568","MIR203"
"43032","ENSG00000258748","AL359399.1"
"43033","ENSG00000066735","KIF26A"
"43034","ENSG00000258913","LINC02691"
"43035","ENSG00000288459","AL512357.2"
"43036","ENSG00000258598","AL512357.1"
"43037","ENSG00000222761","RNU6-684P"
"43038","ENSG00000213159","CEND1P1"
"43039","ENSG00000258986","TMEM179"
"43040","ENSG00000184601","C14orf180"
"43041","ENSG00000259037","BX927359.1"
"43042","ENSG00000258736","AL583722.3"
"43043","ENSG00000260792","LINC02280"
"43044","ENSG00000265291","MIR4710"
"43045","ENSG00000256050","AL583722.1"
"43046","ENSG00000203485","INF2"
"43047","ENSG00000258858","AL583722.4"
"43048","ENSG00000185100","ADSS1"
"43049","ENSG00000184990","SIVA1"
"43050","ENSG00000258430","AL583722.2"
"43051","ENSG00000142208","AKT1"
"43052","ENSG00000179627","ZBTB42"
"43053","ENSG00000279140","AL590326.1"
"43054","ENSG00000258701","LINC00638"
"43055","ENSG00000239365","RPS26P49"
"43056","ENSG00000196183","RPS2P4"
"43057","ENSG00000258811","AL583810.2"
"43058","ENSG00000258593","AL583810.1"
"43059","ENSG00000099814","CEP170B"
"43060","ENSG00000259067","AL583810.3"
"43061","ENSG00000166428","PLD4"
"43062","ENSG00000185567","AHNAK2"
"43063","ENSG00000140104","CLBA1"
"43064","ENSG00000170779","CDCA4"
"43065","ENSG00000183484","GPR132"
"43066","ENSG00000257556","LINC02298"
"43067","ENSG00000286636","AL512356.4"
"43068","ENSG00000280244","AL512356.3"
"43069","ENSG00000258154","AL512356.2"
"43070","ENSG00000287459","AL512356.5"
"43071","ENSG00000184916","JAG2"
"43072","ENSG00000257622","AL512356.1"
"43073","ENSG00000183828","NUDT14"
"43074","ENSG00000185024","BRF1"
"43075","ENSG00000184887","BTBD6"
"43076","ENSG00000179364","PACS2"
"43077","ENSG00000279495","AL928654.4"
"43078","ENSG00000242085","RPS20P33"
"43079","ENSG00000256498","AL928654.1"
"43080","ENSG00000226174","TEX22"
"43081","ENSG00000251602","AL928654.1"
"43082","ENSG00000182979","MTA1"
"43083","ENSG00000257270","AL928654.2"
"43084","ENSG00000182809","CRIP2"
"43085","ENSG00000213145","CRIP1"
"43086","ENSG00000257341","AL928654.3"
"43087","ENSG00000185347","TEDC1"
"43088","ENSG00000184986","TMEM121"
"43089","ENSG00000230157","ATP5MC1P1"
"43090","ENSG00000234402","ELK2BP"
"43091","ENSG00000211890","IGHA2"
"43092","ENSG00000263413","AL928742.1"
"43093","ENSG00000266597","AL928742.2"
"43094","ENSG00000227468","AL928742.12"
"43095","ENSG00000211891","IGHE"
"43096","ENSG00000254140","RP11-731F5.1"
"43097","ENSG00000211892","IGHG4"
"43098","ENSG00000211893","IGHG2"
"43099","ENSG00000253364","COPDA1"
"43100","ENSG00000253755","IGHGP"
"43101","ENSG00000213140","ELK2AP"
"43102","ENSG00000253701","AL928768.3"
"43103","ENSG00000211895","IGHA1"
"43104","ENSG00000264024","AL901608.1"
"43105","ENSG00000253692","IGHEP1"
"43106","ENSG00000211896","IGHG1"
"43107","ENSG00000211897","IGHG3"
"43108","ENSG00000270371","AL122127.1"
"43109","ENSG00000211898","IGHD"
"43110","ENSG00000211899","IGHM"
"43111","ENSG00000265612","hsa-mir-4539"
"43112","ENSG00000266706","AL122127.5"
"43113","ENSG00000265517","AL122127.2"
"43114","ENSG00000264473","hsa-mir-4538"
"43115","ENSG00000263751","AL122127.1"
"43116","ENSG00000266408","AL122127.4"
"43117","ENSG00000264781","hsa-mir-4537"
"43118","ENSG00000265714","AL122127.3"
"43119","ENSG00000211900","IGHJ6"
"43120","ENSG00000237111","IGHJ3P"
"43121","ENSG00000242472","IGHJ5"
"43122","ENSG00000240041","IGHJ4"
"43123","ENSG00000242887","IGHJ3"
"43124","ENSG00000237547","IGHJ2P"
"43125","ENSG00000211904","IGHJ2"
"43126","ENSG00000211905","IGHJ1"
"43127","ENSG00000236597","IGHD7-27"
"43128","ENSG00000227335","IGHJ1P"
"43129","ENSG00000211907","IGHD1-26"
"43130","ENSG00000225825","IGHD6-25"
"43131","ENSG00000211909","IGHD5-24"
"43132","ENSG00000227196","IGHD4-23"
"43133","ENSG00000211911","IGHD3-22"
"43134","ENSG00000211912","IGHD2-21"
"43135","ENSG00000244620","AC246787.2"
"43136","ENSG00000237020","IGHD1-20"
"43137","ENSG00000211914","IGHD6-19"
"43138","ENSG00000211915","IGHD5-18"
"43139","ENSG00000227800","IGHD4-17"
"43140","ENSG00000211917","IGHD3-16"
"43141","ENSG00000211918","IGHD2-15"
"43142","ENSG00000227108","IGHD1-14"
"43143","ENSG00000211920","IGHD6-13"
"43144","ENSG00000211921","IGHD5-12"
"43145","ENSG00000232543","IGHD4-11"
"43146","ENSG00000211923","IGHD3-10"
"43147","ENSG00000211924","IGHD3-9"
"43148","ENSG00000211925","IGHD2-8"
"43149","ENSG00000237197","IGHD1-7"
"43150","ENSG00000228131","IGHD6-6"
"43151","ENSG00000211928","IGHD5-5"
"43152","ENSG00000233655","IGHD4-4"
"43153","ENSG00000211930","IGHD3-3"
"43154","ENSG00000211931","IGHD2-2"
"43155","ENSG00000226777","FAM30A"
"43156","ENSG00000236170","IGHD1-1"
"43157","ENSG00000211933","IGHV6-1"
"43158","ENSG00000254279","IGHVII-1-1"
"43159","ENSG00000271968","ADAM6"
"43160","ENSG00000225200","AC246787.1"
"43161","ENSG00000211934","IGHV1-2"
"43162","ENSG00000253780","IGHVIII-2-1"
"43163","ENSG00000211935","IGHV1-3"
"43164","ENSG00000211936","IGHV4-4"
"43165","ENSG00000211937","IGHV2-5"
"43166","ENSG00000253387","IGHVIII-5-1"
"43167","ENSG00000254053","IGHVIII-5-2"
"43168","ENSG00000253763","IGHV3-6"
"43169","ENSG00000211938","IGHV3-7"
"43170","ENSG00000211939","IGHV1-8"
"43171","ENSG00000211940","IGHV3-9"
"43172","ENSG00000254117","IGHV2-10"
"43173","ENSG00000211941","IGHV3-11"
"43174","ENSG00000254215","IGHVIII-11-1"
"43175","ENSG00000254174","IGHV1-12"
"43176","ENSG00000211942","IGHV3-13"
"43177","ENSG00000253412","IGHVIII-13-1"
"43178","ENSG00000253709","IGHV1-14"
"43179","ENSG00000211943","IGHV3-15"
"43180","ENSG00000253458","IGHVII-15-1"
"43181","ENSG00000211944","IGHV3-16"
"43182","ENSG00000283948","IGHVIII-16-1"
"43183","ENSG00000254046","IGHV1-17"
"43184","ENSG00000273894","SLC20A1P2"
"43185","ENSG00000211945","IGHV1-18"
"43186","ENSG00000253883","IGHV3-19"
"43187","ENSG00000271201","AC247036.1"
"43188","ENSG00000221180","AB019440.1"
"43189","ENSG00000211946","IGHV3-20"
"43190","ENSG00000253996","IGHVII-20-1"
"43191","ENSG00000282600","IGHV3-69-1"
"43192","ENSG00000211947","IGHV3-21"
"43193","ENSG00000253957","IGHV3-22"
"43194","ENSG00000253345","IGHVII-22-1"
"43195","ENSG00000254045","IGHVIII-22-2"
"43196","ENSG00000211949","IGHV3-23"
"43197","ENSG00000211950","IGHV1-24"
"43198","ENSG00000238275","HOMER2P2"
"43199","ENSG00000276210","LINC00226"
"43200","ENSG00000253441","IGHV3-25"
"43201","ENSG00000253367","IGHVIII-25-1"
"43202","ENSG00000211951","IGHV2-26"
"43203","ENSG00000253462","IGHVIII-26-1"
"43204","ENSG00000253482","IGHVII-26-2"
"43205","ENSG00000254326","IGHV7-27"
"43206","ENSG00000211952","IGHV4-28"
"43207","ENSG00000254214","IGHVII-28-1"
"43208","ENSG00000253464","IGHV3-29"
"43209","ENSG00000270550","IGHV3-30"
"43210","ENSG00000253491","IGHVII-30-1"
